Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
891242,4895608,0062x00000DW5K7AAL,0010K00001ifvY6QAI,31,29.0,Vehicle Expenses,4,2050,17.714,Monthly,Loan Paid,2235,3512,2,1
864950,4680698,0062x00000DFfrOAAT,0012800001HnGXzAAN,31,29.0,Living Expenses,4,2050,17.286,Monthly,Loan Paid,139,2653,2,1
855992,4615768,0062x00000DA9dPAAT,0010K00001xiS9TQAU,31,28.0,Living Expenses,4,2050,14.286,Monthly,Loan Paid,2534,1257,2,1
5156750,4909633,0062x00000DWJWHAA5,0010K000028ewo6QAA,30,27.0,Other Expenses,3,2300,12.143,Monthly,Loan Paid,1591,3444,2,1
5147510,4485626,0062x00000D7TBJAA3,0010K000028ewo6QAA,30,26.0,Other Expenses,4,2050,17.0,Monthly,Loan Paid,1591,3109,2,1
1009264,6229085,0062x00000EO4Y8AAL,0012800001QCqQJAA1,29,27.0,Travel Expenses,4,2500,17.286,Monthly,Loan Paid,1526,3401,2,1
5169333,6177434,0062x00000ENVDtAAP,0010K0000260MIYQA2,29,27.0,Travel Expenses,6,2050,26.714,Monthly,Loan Paid,1898,181,2,1
5168442,6038355,0062x00000ELWMeAAP,0010K000029JYkeQAG,29,27.0,Travel Expenses,5,2050,20.0,Monthly,Loan Paid,2455,1979,2,1
928649,5267812,0062x00000Dsn14AAB,0012800001QCqQJAA1,29,25.0,Medical Expenses,3,2000,13.286,Monthly,Loan Paid,1526,3307,2,1
5162509,5267338,0062x00000DsoeQAAR,0010K0000260MIYQA2,29,26.0,Relocation Expenses,5,2100,21.857,Monthly,Loan Paid,1898,4051,2,1
5159195,5061867,0062x00000DYwq3AAD,0010K000029JYkeQAG,29,26.0,Travel Expenses,4,2050,17.571,Monthly,Loan Paid,2455,4294,2,1
892221,4904462,0062x00000DWEmQAAX,0012800001QCqQJAA1,29,25.0,Travel Expenses,4,2500,17.0,Monthly,Loan Paid,1526,3928,2,1
5155816,4867228,0062x00000DJ1UdAAL,0010K0000260MIYQA2,29,25.0,Relocation Expenses,4,2050,17.286,Monthly,Loan Paid,1898,3144,2,1
5155678,4860961,0062x00000DItQkAAL,0012x000005T3qnAAC,29,26.0,Living Expenses,4,2000,17.571,Monthly,Loan Paid,220,1346,2,1
1003208,6105234,0062x00000EMSPAAA5,0012800001SDTuNAAX,28,26.0,Travel Expenses,4,1500,14.714,Monthly,Loan Paid,1401,2483,2,1
1002724,6095244,0062x00000EMJSsAAP,0012800001SDUEXAA5,28,26.0,Vehicle Expenses,4,2050,17.143,Monthly,Loan Paid,487,1332,2,1
995129,5938477,0062x00000EDKprAAH,0012800001SDTuBAAX,28,26.0,Relocation Expenses,5,2100,21.571,Monthly,Loan Paid,1306,4426,2,1
5166074,5627942,0062x00000E59uJAAR,0010K00002BTaMKQA1,28,26.0,Medical Expenses,5,2500,21.714,Monthly,Loan Paid,301,3962,2,1
5163492,5377468,0062x00000DUdNzAAL,0010K00002BTaMKQA1,28,24.0,Medical Expenses,4,2000,16.286,Monthly,Loan Paid,301,3154,2,1
917503,5155037,0062x00000DrGFNAA3,0012800001SDUEXAA5,28,25.0,Medical Expenses,4,2050,17.857,Monthly,Loan Paid,487,2874,2,1
912347,5103130,0062x00000DZd9LAAT,0012800001PUgvDAAT,28,25.0,Travel Expenses,4,2050,17.429,Monthly,Loan Paid,1435,2085,2,1
909622,5077148,0062x00000DZ9ntAAD,0012800001SDTuBAAX,28,25.0,Travel Expenses,4,2050,17.143,Monthly,Loan Paid,1306,8,2,1
908872,5062043,0062x00000DYx6uAAD,0012800001GgFRtAAN,28,25.0,Home Maintenance & Repairs,4,2050,17.714,Monthly,Loan Paid,2543,2912,2,1
5156588,4900431,0062x00000DWBo5AAH,0010K00002BTaMKQA1,28,24.0,Medical Expenses,4,2050,16.571,Monthly,Loan Paid,301,619,2,1
875001,4755143,0062x00000DH0VqAAL,0012800001SDTuNAAX,28,25.0,Travel Expenses,4,2000,15.714,Monthly,Loan Paid,1401,4068,2,1
5148097,4509537,0062x00000D7zw1AAB,0010K00002BTaMKQA1,28,23.0,Medical Expenses,4,2050,16.429,Monthly,Loan Paid,301,3403,1,1
831530,4398961,0062x00000D1b2UAAR,0012800001SDTuBAAX,28,23.0,Travel Expenses,4,1950,14.571,Monthly,Loan Paid,1306,851,1,1
1053059,7049276,0062x00000F3SAkAAN,0012800001SDU5xAAH,27,26.0,Travel Expenses,6,2050,24.143,Monthly,Loan Paid,1643,357,2,1
999913,6028933,0062x00000EEgidAAD,0012800001HON30AAH,27,24.0,Vehicle Expenses,4,2050,15.857,Monthly,Loan Paid,225,1432,2,1
982442,5654138,0062x00000E5RnVAAV,0012800001OCfMHAA1,27,24.0,Home Maintenance & Repairs,5,2050,21.286,Monthly,Loan Paid,2788,3274,2,1
937208,5400426,0062x00000DUuNNAA1,0012800001YHTCaAAP,27,25.0,Child Expenses,4,2100,18.0,Monthly,Loan Paid,2447,2531,2,1
936549,5389657,0062x00000DUmmBAAT,0012800001SDU5xAAH,27,25.0,Other Expenses,4,2050,16.857,Monthly,Loan Paid,1643,617,2,1
5163487,5377426,0062x00000DUdLeAAL,0010K000022k8DdQAI,27,23.0,Vehicle Expenses,4,1500,16.286,Monthly,Loan Paid,2542,3775,1,1
927276,5254760,0062x00000DsfZUAAZ,0012800001SDTuhAAH,27,24.0,Living Expenses,4,2050,16.143,Monthly,Loan Paid,2063,2106,2,1
910256,5083847,0062x00000DZGUuAAP,0012800001HON30AAH,27,23.0,Travel Expenses,4,2200,17.0,Monthly,Loan Paid,225,2790,1,1
5156443,4893817,0062x00000DW3WtAAL,0010K000022k8DdQAI,27,23.0,Vehicle Expenses,4,2050,16.857,Monthly,Loan Paid,2542,3669,1,1
883495,4828877,0062x00000DILynAAH,0012800001OCfMHAA1,27,23.0,Vehicle Expenses,4,2050,18.286,Monthly,Loan Paid,2788,2472,1,1
877825,4781297,0062x00000DHUPIAA5,0012800001YHTCaAAP,27,24.0,Travel Expenses,4,2050,17.0,Monthly,Loan Paid,2447,3107,2,1
856541,4619634,0062x00000DAEIHAA5,0010K00001uFnvpQAC,27,24.0,Life Event Expenses,4,1650,14.286,Monthly,Loan Paid,1870,2859,2,1
840110,4472943,0062x00000D7EFoAAN,0012800001HON30AAH,27,22.0,Other Expenses,4,2050,17.429,Monthly,Loan Paid,225,58,1,1
852073,4586758,0062x00000D9WTcAAN,0012800001WaIKkAAN,27,25.0,Home Maintenance & Repairs,4,2000,14.857,Monthly,Loan Paid,2231,2660,2,1
5150408,4609688,0062x00000DA25GAAT,0010K000022k8L8QAI,26,23.0,Other Expenses,9,1500,14.571,Monthly,Loan Paid,1109,1956,2,1
821208,4321785,0062x00000D0DUAAA3,0012800001SDUGsAAP,47,41.0,Other Expenses,4,2000,16.286,Monthly,Loan Paid,70,4454,3,1
772372,3866452,0062x00000CRvF0AAL,0012800001SDUBJAA5,45,43.0,Travel Expenses,4,2000,17.0,Monthly,Loan Paid,2298,574,4,1
795254,4063412,0062x00000CibzoAAB,0012800001FzWTjAAN,41,34.0,Travel Expenses,4,2050,16.714,Monthly,Loan Paid,2604,934,2,1
819933,4312587,0062x00000D02YuAAJ,0012800001SDTziAAH,39,36.0,Travel Expenses,4,2000,16.429,Monthly,Loan Paid,1459,383,3,1
815452,4271225,0062x00000CzGq7AAF,0012800001SDTznAAH,38,35.0,Vehicle Expenses,4,1500,17.286,Monthly,Loan Paid,2406,3008,3,1
779670,3928000,0062x00000CTCq6AAH,0012800001SDUC1AAP,36,33.0,Relocation Expenses,4,1400,16.143,Monthly,Loan Paid,559,1758,3,1
769636,3840923,0062x00000CRO2SAAX,0010K00001glf6YQAQ,34,30.0,Travel Expenses,3,1950,13.286,Monthly,Loan Paid,694,4343,2,1
1063462,7315116,0062x00000FJJiZAAX,0010K00001y9QJ6QAM,12,10.0,Other Expenses,5,2050,20.286,Monthly,Loan Paid,407,1032,1,1
5175390,7280917,0062x00000FIqLkAAL,0010K000022Oyq9QAC,31,30.0,Living Expenses,4,2050,17.857,Monthly,Loan Paid,2167,2067,2,1
1053670,7099942,0062x00000F42EoAAJ,0012800001OjWJYAA3,9,8.0,Home Maintenance & Repairs,5,2500,18.429,Monthly,Loan Paid,1933,687,1,1
1053059,7049276,0062x00000F3SAkAAN,0012800001SDU5xAAH,27,26.0,Travel Expenses,6,2050,24.143,Monthly,Loan Paid,1643,357,2,1
1049462,6991872,0062x00000F2ixAAAR,0012x00000XPGEyAAP,8,6.0,Travel Expenses,4,2200,15.571,Monthly,Loan Paid,35,1607,1,1
1046223,6927009,0062x00000F1sjIAAR,0012x00000g8wzlAAA,6,5.0,Home Maintenance & Repairs,5,2050,21.143,Monthly,Loan Paid,504,352,1,1
1044133,6887003,0062x00000F1LehAAF,0012x00000Mh2OIAAZ,7,6.0,Home Maintenance & Repairs,4,2050,17.0,Monthly,Loan Paid,2465,2546,1,1
1041906,6848259,0062x00000EzyuQAAR,0012x00000SHdBoAAL,12,9.0,Medical Expenses,4,2050,17.429,Monthly,Loan Paid,2593,1056,1,1
1036776,6756627,0062x00000EyiElAAJ,0010K00001mD0c7QAC,20,18.0,Travel Expenses,5,2050,19.0,Monthly,Loan Paid,1735,937,1,1
1036247,6746847,0062x00000EyZCMAA3,0012x00000MjJZlAAN,9,8.0,Other Expenses,4,2250,16.857,Monthly,Loan Paid,140,463,1,1
1034703,6711823,0062x00000Ey6sJAAR,0010K000028hcM7QAI,23,21.0,Furniture or Appliances,6,2050,23.429,Monthly,Loan Paid,2299,2559,1,1
1032697,6670394,0062x00000ExW7OAAV,0010K00001hC446QAC,11,10.0,Living Expenses,4,2050,15.571,Monthly,Loan Paid,757,3160,1,1
1031786,6648956,0062x00000ExFsJAAV,0010K00001sZqQZQA0,19,16.0,Home Maintenance & Repairs,5,2050,20.286,Monthly,Loan Paid,2430,2545,1,1
5172194,6608779,0062x00000Ewho9AAB,0010K00002ATs43QAD,10,9.0,Other Expenses,6,2050,25.0,Monthly,Loan Paid,1771,1751,1,1
1029041,6598519,0062x00000EwYyaAAF,0010K000020GzWGQA0,7,6.0,Furniture or Appliances,5,2050,20.0,Monthly,Loan Paid,297,1372,1,1
1027791,6576135,0062x00000EwGjgAAF,0012800001OD8JYAA1,18,16.0,Home Maintenance & Repairs,5,2100,21.286,Monthly,Loan Paid,2674,2605,1,1
1027336,6564851,0062x00000Ew80lAAB,0012x000005TAAzAAO,10,8.0,Travel Expenses,5,2500,21.429,Monthly,Loan Paid,1560,2421,1,1
1027270,6564237,0062x00000Ew8PBAAZ,0012x00000XPGEyAAP,8,4.0,Home Maintenance & Repairs,6,2050,30.143,Monthly,Loan Paid,35,3643,0,1
1027125,6560979,0062x00000Ew6DbAAJ,0010K000023zUJ8QAM,20,18.0,Furniture or Appliances,4,2500,17.0,Monthly,Loan Paid,1356,587,1,1
1024556,6510994,0062x00000EegsIAAR,0012x00000Pwq9oAAB,8,6.0,Home Maintenance & Repairs,4,2050,13.857,Monthly,Loan Paid,2572,573,1,1
1022184,6460686,0062x00000Ee4w8AAB,0012x000002e6EnAAI,8,7.0,Vehicle Expenses,4,2050,14.0,Monthly,Loan Paid,2697,602,1,1
1021658,6452338,0062x00000EdwwOAAR,0012x00000g8wzlAAA,6,4.0,Other Expenses,5,2050,19.286,Monthly,Loan Paid,504,1895,1,1
1020925,6441391,0062x00000EdlPEAAZ,0010K000023QMycQAG,16,14.0,Vehicle Expenses,4,2050,14.286,Monthly,Loan Paid,1818,24,1,1
829392,4379053,0062x00000D1GaMAAV,0012800001IxkFNAAZ,23,19.0,Living Expenses,4,1400,16.714,Monthly,Loan Paid,1878,1265,1,1
828732,4376737,0062x00000D1EK2AAN,0012x00000RrBeEAAV,8,5.0,Furniture or Appliances,4,1750,15.143,Monthly,Loan Paid,601,517,1,1
828676,4376092,0062x00000D1DS6AAN,0010K00002ARJFoQAP,9,7.0,Life Event Expenses,4,2050,15.143,Monthly,Loan Paid,2172,3916,1,1
828587,4375780,0062x00000D1DSZAA3,0012x00000LQyjmAAD,7,5.0,Home Maintenance & Repairs,4,1500,17.143,Monthly,Loan Paid,2216,3243,1,1
828087,4370838,0062x00000D18RbAAJ,0012x000008J0XmAAK,6,5.0,Furniture or Appliances,4,2050,13.714,Monthly,Loan Paid,1694,614,1,1
827978,4370721,0062x00000D18JrAAJ,0012x000003Eo2jAAC,16,13.0,Vehicle Expenses,4,2000,15.286,Monthly,Loan Paid,403,293,1,1
827927,4369723,0062x00000D17JXAAZ,0010K00001tz6PmQAI,14,12.0,Medical - Dental,4,1500,15.429,Monthly,Loan Paid,92,882,1,1
827436,4367976,0062x00000D15fkAAB,0010K00001ffLY0QAM,13,9.0,Other Expenses,4,2000,15.571,Monthly,Loan Paid,172,2042,1,1
827363,4367250,0062x00000D150rAAB,0012x00000TtYN1AAN,7,4.0,Home Maintenance & Repairs,4,2050,16.143,Monthly,Loan Paid,632,227,1,1
827252,4363259,0062x00000D10kvAAB,0012x00000INkipAAD,8,7.0,Life Event Expenses,4,2050,16.143,Monthly,Loan Paid,617,4180,1,1
826702,4360987,0062x00000D0xokAAB,0010K00002BT2VBQA1,19,15.0,Furniture or Appliances,4,2050,17.429,Monthly,Loan Paid,790,3207,1,1
826492,4360111,0062x00000D0wiHAAR,0012x00000TtMSMAA3,6,4.0,Life Event Expenses,4,2000,16.0,Monthly,Loan Paid,627,4130,1,1
826556,4359798,0062x00000D0wGJAAZ,0012x00000Nxv95AAB,12,7.0,Life Event Expenses,4,1300,17.429,Monthly,Loan Paid,1324,1139,1,1
826312,4358687,0062x00000D0v0TAAR,0012x00000LRJnAAAX,8,4.0,Other Expenses,4,2000,15.429,Monthly,Loan Paid,1552,3143,0,1
826296,4358546,0062x00000D0us0AAB,0012x000003F0yDAAS,11,7.0,Life Event Expenses,4,2050,15.429,Monthly,Loan Paid,121,1434,1,1
826278,4358079,0062x00000D0uTAAAZ,0012x00000SIJZ2AAP,6,4.0,Home Maintenance & Repairs,4,2050,15.0,Monthly,Loan Paid,1738,79,1,1
826816,4354359,0062x00000D0q4VAAR,0010K00001y2PLyQAM,9,5.0,Travel Expenses,4,2050,14.286,Monthly,Loan Paid,28,1421,1,1
872195,4736264,0062x00000DGh5bAAD,0012800001Z5quwAAB,50,44.0,Vehicle Expenses,10,2000,9.857,Weekly,Loan Paid,2071,9,3,2
5155270,4833598,0062x00000DIRQxAAP,0010K000026N8lUQAS,48,46.0,Travel Expenses,10,2000,9.857,Weekly,Loan Paid,423,1318,4,2
911400,5095196,0062x00000DZUOCAA5,0012800001SDTBIAA5,43,39.0,Living Expenses,6,2000,6.0,Weekly,Loan Paid,565,3518,3,2
5157393,4942438,0062x00000DWsO3AAL,0010K000029H14BQAS,41,37.0,Life Event Expenses,10,1400,10.143,Weekly,Loan Paid,2090,3968,3,2
877335,4776137,0062x00000DHOd7AAH,0010K00001xksnkQAA,39,35.0,Home Maintenance & Repairs,10,2050,10.143,Weekly,Loan Paid,317,261,3,2
5159089,5054966,0062x00000DYpBaAAL,0010K00002805chQAA,38,35.0,Living Expenses,10,2000,9.857,Weekly,Loan Paid,1764,4444,3,2
5155136,4826048,0062x00000DIIhyAAH,0010K000022pFX7QAM,37,34.0,Vehicle Expenses,10,1500,10.0,Weekly,Loan Paid,1640,893,3,2
897515,4955382,0062x00000DX76cAAD,0010K00001eGonQQAS,33,28.0,Home Maintenance & Repairs,10,2000,10.0,Weekly,Loan Paid,1421,3705,2,2
846492,4534121,0062x00000D8SYmAAN,0010K000022izS0QAI,31,29.0,Travel Expenses,8,2050,8.286,Weekly,Loan Paid,2507,458,2,2
832904,4410238,0062x00000D1m5dAAB,0010K00001sZkdJQAS,30,28.0,Home Maintenance & Repairs,10,2050,10.143,Weekly,Loan Paid,227,1456,2,2
911749,5100105,0062x00000DZYoJAAX,0010K00001wUKuIQAW,29,28.0,Vehicle Expenses,6,1600,6.143,Weekly,Loan Paid,995,420,2,2
994476,5925670,0062x00000ED9WNAA1,0012x00000NRVufAAH,28,24.0,Living Expenses,8,2050,9.429,Weekly,Loan Paid,2060,3172,2,2
5158437,5004544,0062x00000DXyZCAA1,0012x000002alWVAAY,28,24.0,Vehicle Expenses,8,2000,8.143,Weekly,Loan Paid,1593,153,2,2
5154298,4783102,0062x00000DHWbVAAX,0012x000003DEfZAAW,28,24.0,Furniture or Appliances,10,1500,10.857,Weekly,Loan Paid,2532,2729,2,2
5173688,6895299,0062x00000F1SA9AAN,0012x00000BFelXAAT,27,24.0,Vehicle Expenses,10,2050,9.714,Weekly,Loan Paid,2459,633,2,2
902564,5008073,0062x00000DY12QAAT,0012800001IzG58AAF,27,23.0,Travel Expenses,8,1950,7.857,Weekly,Loan Paid,1410,41,1,2
5156153,4881598,0062x00000DJIZ1AAP,0012x000005SvFiAAK,27,24.0,Home Maintenance & Repairs,11,2000,10.714,Weekly,Loan Paid,2634,2463,2,2
854734,4607002,0062x00000D9yYsAAJ,0010K00001b0I8rQAE,27,22.0,Veterinary Expenses,7,1750,7.857,Weekly,Loan Paid,591,1946,1,2
5149859,4592138,0062x00000D9dchAAB,0012x00000BFelXAAT,27,21.0,Vehicle Expenses,10,2000,10.0,Weekly,Loan Paid,2459,1436,1,2
840731,4478797,0062x00000D7KZpAAN,0012800001SDTuHAAX,27,25.0,Furniture or Appliances,7,1500,8.0,Weekly,Loan Paid,1333,139,2,2
5173688,6895299,0062x00000F1SA9AAN,0012x00000BFelXAAT,27,24.0,Vehicle Expenses,10,2050,9.714,Weekly,Loan Paid,2459,633,2,2
1034824,6713563,0062x00000Ey8qeAAB,0012x00000TJAZGAA5,10,7.0,Home Maintenance & Repairs,10,1500,10.286,Weekly,Loan Paid,2107,1618,1,2
828824,4377252,0062x00000D1ESHAA3,0012x00000TtHOWAA3,7,5.0,Vehicle Expenses,11,2000,10.857,Weekly,Loan Paid,2421,846,1,2
828419,4371551,0062x00000D19FHAAZ,0012x00000G1VXUAA3,10,6.0,Other Expenses,7,1800,7.143,Weekly,Loan Paid,493,988,1,2
827704,4369558,0062x00000D17CQAAZ,0012800001NHHBpAAP,27,23.0,Home Maintenance & Repairs,10,2000,10.0,Weekly,Loan Paid,124,2846,1,2
827506,4368484,0062x00000D169uAAB,0012x000002ba6BAAQ,8,5.0,Vehicle Expenses,10,1500,10.143,Weekly,Loan Paid,1397,3262,1,2
827380,4367338,0062x00000D1541AAB,0012x00000G1V3sAAF,13,9.0,Living Expenses,10,1600,10.0,Weekly,Loan Paid,635,2960,1,2
827332,4362613,0062x00000D0zmHAAR,0010K000021WrbdQAC,13,7.0,Living Expenses,10,1500,10.286,Weekly,Loan Paid,903,3025,1,2
847887,4548477,0062x00000D8l3XAAR,0012x00000cx1cOAAQ,10,5.0,Travel Expenses,5,2000,8.857,Fortnightly,Loan Paid,1337,2402,0,3
908169,5061612,0062x00000DYwSGAA1,0012x00000SIDYKAA5,10,5.0,Vehicle Expenses,8,2050,16.0,Fortnightly,Loan Paid,2123,4233,0,3
5173114,6783507,0062x00000Ez5v4AAB,0012x00000hYT2nAAG,6,4.0,Other Expenses,8,2050,15.429,Fortnightly,Loan Paid,1352,333,1,3
980873,5617845,0062x00000E52eHAAR,0012x00000hXkbyAAC,8,5.0,Medical Expenses,10,2500,19.0,Fortnightly,Loan Paid,902,299,1,3
804882,4164421,0062x00000CkflhAAB,0010K000021F2DWQA0,12,8.0,Living Expenses,7,1600,12.571,Fortnightly,Loan Paid,2833,47,1,3
912402,5105400,0062x00000DZexPAAT,0012800001SDU3DAAX,62,59.0,Vehicle Expenses,3,2000,5.857,Fortnightly,Loan Paid,21,760,5,3
990798,5863886,0062x00000ECEizAAH,0012800001SDTJgAAP,57,55.0,Veterinary Expenses,8,2050,14.714,Fortnightly,Loan Paid,621,1876,5,3
832534,4408411,0062x00000D1k0tAAB,0012800001VofatAAB,50,47.0,Vehicle Expenses,7,1500,14.143,Fortnightly,Loan Paid,1707,1452,4,3
853230,4595560,0062x00000D9j1DAAR,0012800001VofatAAB,50,48.0,Home Maintenance & Repairs,7,1300,14.143,Fortnightly,Loan Paid,1707,2870,4,3
1011646,6277685,0062x00000EbDlxAAF,0012800001SDU9yAAH,49,47.0,Travel Expenses,10,1500,19.429,Fortnightly,Loan Paid,1783,4010,4,3
927036,5253618,0062x00000Dse1vAAB,0012800001SDU9yAAH,49,44.0,Furniture or Appliances,8,2050,15.857,Fortnightly,Loan Paid,1783,672,3,3
854826,4607715,0062x00000D9zJPAAZ,0012800001SDU9yAAH,49,42.0,Vehicle Expenses,7,1900,13.857,Fortnightly,Loan Paid,1783,1206,3,3
925954,5244059,0062x00000DsUWAAA3,0012800001SDULPAA5,48,46.0,Travel Expenses,8,2050,15.0,Fortnightly,Loan Paid,2689,3656,4,3
834315,4423771,0062x00000D21Y1AAJ,0012800001MwUDDAA3,47,43.0,Travel Expenses,7,1900,14.0,Fortnightly,Loan Paid,1451,901,3,3
931763,5321019,0062x00000DtVn0AAF,0012800001SDUE7AAP,47,45.0,Life Event Expenses,8,2050,15.714,Fortnightly,Loan Paid,1786,3105,4,3
881922,4815791,0062x00000DI5G1AAL,0012800001MwUDDAA3,47,44.0,Other Expenses,7,1900,13.429,Fortnightly,Loan Paid,1451,90,4,3
947412,5551468,0062x00000E4E7wAAF,0010K00001feCQ6QAM,46,43.0,Life Event Expenses,7,1400,13.857,Fortnightly,Loan Paid,2500,1842,4,3
899660,4977140,0062x00000DXVA8AAP,0010K00001feCQ6QAM,46,42.0,Living Expenses,7,1500,13.714,Fortnightly,Loan Paid,2500,2535,3,3
843345,4502875,0062x00000D7r9XAAR,0010K00001feCQ6QAM,46,41.0,Medical Expenses,7,1600,14.143,Fortnightly,Loan Paid,2500,2628,3,3
5161932,5227576,0062x00000DsD8XAAV,0010K0000242mNcQAI,45,43.0,Vehicle Expenses,7,2000,14.143,Fortnightly,Loan Paid,1185,287,4,3
924669,5228963,0062x00000DsF4DAAV,0012800001SDU4qAAH,44,43.0,Veterinary Expenses,8,2050,16.429,Fortnightly,Loan Paid,203,1780,4,3
838009,4458375,0062x00000D6txCAAR,0012800001SDU1MAAX,43,39.0,Furniture or Appliances,7,1500,14.0,Fortnightly,Loan Paid,782,2220,3,3
986923,5771378,0062x00000E6pbqAAB,0012800001SDU1MAAX,43,41.0,Furniture or Appliances,8,2050,15.857,Fortnightly,Loan Paid,782,2465,3,3
917544,5155521,0062x00000DrGx9AAF,0012800001SDULMAA5,43,39.0,Medical Expenses,8,2050,15.857,Fortnightly,Loan Paid,1804,2797,3,3
893051,4912372,0062x00000DWNJcAAP,0012800001SDU1MAAX,43,40.0,Furniture or Appliances,5,1600,10.0,Fortnightly,Loan Paid,782,4423,3,3
859923,4642287,0062x00000DAihRAAT,0012800001SDTBIAA5,43,38.0,Child Expenses,8,2050,15.0,Fortnightly,Loan Paid,565,3150,3,3
1003836,6119515,0062x00000EMeeaAAD,0010K00001exDWJQA2,42,40.0,Living Expenses,8,2050,15.714,Fortnightly,Loan Paid,2420,3843,3,3
947979,5555606,0062x00000E4IQcAAN,0010K00001us6epQAA,42,39.0,Home Maintenance & Repairs,8,2500,14.857,Fortnightly,Loan Paid,271,3186,3,3
